"","BPGSA_DiseaseGenes@score"
"GO:0010762",0.605563578617213
"GO:0060236",0.71483524871995
"GO:0002683",0.00340216138826935
"GO:0010763",0.175836672644419
"GO:0002684",6.64899436886412e-09
"GO:0010764",0.404079555385253
"GO:0071450",0.116612508464526
"GO:0010765",0.686767742027789
"GO:0002685",0.374559034987412
"GO:0071451",0.565217391304348
"GO:0010766",0.37852436957269
"GO:0002686",0.361975063067831
"GO:0071453",0.223007611051132
"GO:0010767",0.02833413140036
"GO:0002687",0.367189669838522
"GO:0010768",0.205071664829107
"GO:0002688",0.820526160351816
"GO:0010769",0.783345686307001
"GO:0002689",0.780944946991334
"GO:0071455",0.310858450555791
"GO:0033091",0.242136246685839
"GO:0071456",0.0182384672054481
"GO:0033092",0.651515151515151
"GO:0048477",0.638349593057329
"GO:0014020",0.0257277290744407
"GO:0048478",0.410916889402506
"GO:0071459",0.997608222180114
"GO:0042701",0.0179555609818112
"GO:0010750",0.41033133026618
"GO:0010751",0.183745120074137
"GO:0006346",0.00678613693074205
"GO:0010752",0.10383372140423
"GO:0042704",0.53030303030303
"GO:0010753",0.890890369228825
"GO:0002673",0.604418643920219
"GO:0010754",0.0467171443393297
"GO:0002674",0.740538719391062
"GO:0071480",0.395288744331375
"GO:0006349",0.0341775348611257
"GO:0010755",0.246933961370503
"GO:0002675",0.605972626037577
"GO:0071481",0.733279687857561
"GO:0002676",0.192447509570913
"GO:0071482",0.551811122376116
"GO:0010757",0.173167326068754
"GO:0002677",0.438470055153466
"GO:0071483",0.0826121164437451
"GO:0010758",0.335882095000722
"GO:0002678",0.155011655011655
"GO:0071484",0.542104905307371
"GO:0002679",0.0467525426990539
"GO:0010759",0.515628387669348
"GO:0071485",0.8
"GO:0071486",0.714285714285715
"GO:0014010",0.592510348656183
"GO:0014012",0.284100280389246
"GO:0006333",0.518678716048519
"GO:0014013",0.228782476950751
"GO:0006334",0.0273301038213149
"GO:0014014",0.800428503628919
"GO:0006335",0.000172882698732614
"GO:0014015",0.281022951390405
"GO:0006336",7.05475790307957e-07
"GO:0014016",0.334035209503734
"GO:0006337",0.798218604333704
"GO:0014017",0.3046875
"GO:0006338",0.149105053434513
"GO:0071470",0.923426199398782
"GO:0002625",0.119931467732724
"GO:0071471",0.219512195121951
"GO:0002626",0.27027027027027
"GO:0071472",0.994599283406106
"GO:0071474",0.988783831275679
"GO:0010789",0.0615384615384615
"GO:0071476",0.344500084626066
"GO:0071477",0.298245614035088
"GO:0014040",0.0894736842105263
"GO:0071478",0.974804365748149
"GO:0014041",0.254932582950014
"GO:0071479",0.843683456200766
"GO:0014042",0.188846306330118
"GO:0014043",0.730785931393834
"GO:0010770",0.851700204103488
"GO:0014044",0.86796085248824
"GO:0010771",0.935880834640663
"GO:0014046",0.286997712128521
"GO:0014047",1.59028462533889e-05
"GO:0014048",9.90606191335639e-05
"GO:0071420",0.0029192976812277
"GO:0014049",0.000316553888729867
"GO:0071421",0.942068858517479
"GO:0071422",0.875063994860743
"GO:0071423",0.69309740323861
"GO:0071425",0.898952963860888
"GO:0071426",0.999882051290106
"GO:0071427",0.11361455794309
"GO:0014031",0.701100403353219
"GO:0014032",0.916690459037459
"GO:0014033",0.28537330843195
"GO:0010720",5.08544889400569e-05
"GO:0010721",0.00631371201425263
"GO:0010722",0.387755102040816
"GO:0014037",0.322647661525008
"GO:0002643",0.730048808419953
"GO:0036520",1
"GO:0014038",0.223086999405109
"GO:0002645",0.898748972598352
"GO:0010726",0.860460562261667
"GO:0010727",0.616130771635451
"GO:0010728",0.473757090526567
"GO:0009991",5.9008019770872e-07
"GO:0010729",0.701268205032652
"GO:0002649",0.181818181818182
"GO:0071415",0.780059745656149
"GO:0009992",0.878390267990807
"GO:0071417",7.9546071332976e-12
"GO:0009994",0.948730415422895
"GO:0006301",0.626319823168188
"GO:0006302",0.244118130344815
"GO:0009996",0.434264711194596
"GO:0006303",0.81925451723202
"GO:0033058",0.172057514282262
"GO:0006304",0.00375592878330383
"GO:0010710",0.0411567862177417
"GO:0033059",0.0016929939052541
"GO:0006305",0.243055744428202
"GO:0010711",0.270718232044199
"GO:0010712",0.000924682379262606
"GO:0006306",0.000669713809668972
"GO:0006307",0.653258861577576
"GO:0010713",0.380560293291528
"GO:0006308",0.166643351971218
"GO:0010714",0.00701706183610671
"GO:0036510",0.395604395604396
"GO:0002634",0.73496957760558
"GO:0071440",0.589368258859784
"GO:0006309",0.671908180806957
"GO:0010715",0.211302958583977
"GO:0036511",0.274725274725275
"GO:0071441",0.241379310344828
"GO:0010716",0.252256504041059
"GO:0036512",0.274725274725275
"GO:0002636",0.509297392630726
"GO:0010717",0.909172712218502
"GO:0002637",0.912702094568536
"GO:0010718",0.530659938310691
"GO:0036514",0.741327823476668
"GO:0002638",0.993504709980327
"GO:0033080",0.695934038552112
"GO:0010719",0.947421404800359
"GO:0036515",0.592998323652099
"GO:0002639",0.319172414360753
"GO:0033081",0.665801154905697
"GO:0071447",0.504175652142029
"GO:0033083",0.464809854196547
"GO:0033084",0.763636363636364
"GO:0033085",0.923882806422709
"GO:0060792",0.282758620689656
"GO:0033087",0.842445526378801
"GO:0033088",0.67032967032967
"GO:0060795",0.919481197985103
"GO:0033089",0.862045739682903
"GO:0010742",1
"GO:0010743",0.00125992902472246
"GO:0010744",0.0457295578244762
"GO:0010745",0.0177557582552897
"GO:0010746",0.314328033697027
"GO:0010748",0.153222151726638
"GO:0010749",0.0456546009894567
"GO:0014002",0.121218931971409
"GO:0033076",0.00400301778480419
"GO:0014003",0.72757534875152
"GO:0033077",0.172968914297837
"GO:0010730",0.555569644919198
"GO:0014004",0.126648007943987
"GO:0010731",0.0328266006364396
"GO:0014005",0.516073022536809
"GO:0033079",0.522977111762494
"GO:0010732",0.0614302528396602
"GO:0014006",0.378947368421053
"GO:0010734",0.0603516355625753
"GO:0042866",0.81971745740978
"GO:0014008",0.392857142857143
"GO:0010735",0.212313156745046
"GO:0014009",0.00949464462220916
"GO:0010737",0.358338297686942
"GO:0010738",0.0686668406816118
"GO:0010739",0.334787330805399
"GO:0033023",0.546817330692383
"GO:0006490",0.573706833564017
"GO:0033024",0.513116308470291
"GO:0006491",0.0965837781622446
"GO:0033025",0.455864451165661
"GO:0009966",0.00429309541362581
"GO:0006493",0.912828018522241
"GO:0099191",0.284191073664758
"GO:0042851",1
"GO:0009967",6.24992569147624e-07
"GO:0009968",0.0356881216194264
"GO:0033028",0.000136968610207159
"GO:0042853",1
"GO:0033029",0.0818675144533784
"GO:0006497",0.866015402792151
"GO:0006498",0.687795355490411
"GO:0002604",0.982954108416822
"GO:0002605",0.534571723426213
"GO:0002606",0.998148909913616
"GO:0009950",0.299389220486061
"GO:0009952",0.987599775499549
"GO:0033013",0.0631221128911336
"GO:0009953",0.906314107372042
"GO:0009954",0.219561218389473
"GO:0060760",0.0673555221089112
"GO:0033014",0.127699015170272
"GO:0060761",0.786199113147744
"GO:0033015",0.360807757002646
"GO:0009957",0.493450442946922
"GO:0060763",0.272739992226972
"GO:0042883",0.178248088777663
"GO:0060765",0.393422851369471
"GO:0060766",0.641749973264065
"GO:0060767",0.390959142679551
"GO:0042886",1.29575240717317e-06
"GO:0060768",0.571422881560012
"GO:0071400",0.54504048582996
"GO:0060769",0.203730288003948
"GO:0071402",1.59669440844068e-06
"GO:0071403",0.344758064516129
"GO:0071404",0.905008095030826
"GO:0071407",1.05103482886067e-06
"GO:0033043",0.00664264718438026
"GO:0060750",0.795317725752508
"GO:0033044",0.639987899725472
"GO:0060751",0.758403361344538
"GO:0071409",0.708941173022338
"GO:0033045",0.798756570658894
"GO:0033046",0.642797488969847
"GO:0009987",7.26893833574222e-11
"GO:0060753",0.933245823241837
"GO:0033047",0.0899836924473218
"GO:0009988",0.999973715457355
"GO:0010700",0.903743315508021
"GO:0060754",0.896018020555354
"GO:0033048",0.372538262215567
"GO:0010701",0.324080267558528
"GO:0019098",3.65340676831882e-07
"GO:0036500",0.876846003441969
"GO:0060759",0.233374779052357
"GO:0010706",0.516483516483517
"GO:0036503",0.999998696122915
"GO:0048193",0.999999999794144
"GO:0048194",0.122597987709719
"GO:0033031",0.0064785457243802
"GO:0009972",1
"GO:0033032",0.000210153999559592
"GO:0036507",0.833201581027668
"GO:0033033",0.651182409938591
"GO:0036508",1
"GO:0033034",6.81599853572705e-05
"GO:0036509",0.274725274725275
"GO:0048199",0.117195167767852
"GO:0033036",0.947330779185203
"GO:0033037",0.0410163408129723
"GO:0006464",9.65562380835136e-05
"GO:0042822",0.418970636062371
"GO:0006465",0.637387030063902
"GO:0099163",0.895464074890153
"GO:0042823",0.311637415843389
"GO:0006468",3.41979027204285e-20
"GO:0060788",0.073873585457302
"GO:0006469",0.871873954160226
"GO:0060789",0.000712695586345571
"GO:0006450",0.842435425562561
"GO:0060770",0.876362427134863
"GO:0099150",0.585787218341367
"GO:0099151",0.987826086956522
"GO:0006457",0.150189684498161
"GO:0006458",0.0300164337330615
"GO:0099156",0.369837296620776
"GO:0061966",0.594850371539696
"GO:0042816",0.157159694238346
"GO:0099159",0.574303405572755
"GO:0042819",0.0855855855855855
"GO:0009912",0.546379614834749
"GO:0009913",0.994960667160486
"GO:0009914",2.70170841593095e-09
"GO:0019062",0.728491699387135
"GO:0052126",0.787963488068481
"GO:0006482",0.718930697899094
"GO:0099180",1
"GO:0042840",0.5
"GO:0061951",0.634871197234131
"GO:0015791",0.993718830622713
"GO:0019065",0.961868882324313
"GO:0010890",0.994396130380558
"GO:0099183",0.509090909090909
"GO:0015793",0.855469541934577
"GO:0010891",0.147445574447799
"GO:0019068",0.99954696790629
"GO:0006486",0.78470155977892
"GO:0006487",0.233505830106964
"GO:0099185",0.142937853107345
"GO:0010893",0.00391677837173436
"GO:0006488",0.514567304715944
"GO:0010894",0.191471089359998
"GO:0006489",0.676702019389398
"GO:0060729",0.299019607843137
"GO:0099188",5.30307888321093e-07
"GO:0010896",0.026660367370636
"GO:0010897",0.421242280854329
"GO:0010898",0.0467782805926993
"GO:0048165",0.375
"GO:0033002",1.16492734151373e-06
"GO:0048167",1.09650121139961e-17
"GO:0033003",0.887592698870333
"GO:0006470",0.174255776136116
"GO:0048168",0.237948701135389
"GO:0033004",0.555333762533683
"GO:0006471",0.454420446061849
"GO:0060711",0.279450489317224
"GO:0048169",0.0758232519653026
"GO:0033005",0.807401401036733
"GO:0099170",0.323713523728531
"GO:0009946",0.477759664648346
"GO:0019054",0.925339366515837
"GO:0033006",0.841903968753773
"GO:0006473",0.405900064906341
"GO:0099171",0.56848710951626
"GO:0060713",0.214645033742218
"GO:0033007",0.922578952988235
"GO:0006474",0.657340892995614
"GO:0099172",6.55978549848386e-06
"GO:0061982",0.962587097037465
"GO:0042832",0.544617225827896
"GO:0009948",0.755557161414733
"GO:0033008",0.614696326721305
"GO:0006475",0.293048347993838
"GO:0099173",4.39418925868594e-14
"GO:0061983",0.579851039353897
"GO:0060715",0.526154295733489
"GO:0019058",0.757138048973843
"GO:0006476",0.191899427503497
"GO:0099174",0.482406106903837
"GO:0060716",0.211624817643655
"GO:0060717",0.622222222222222
"GO:0006477",0.798776542706129
"GO:0099175",0.536546611028958
"GO:0060718",0.737287589824703
"GO:0006479",0.0350810442362536
"GO:0099177",1.90332959431919e-47
"GO:0099178",0.330185031759183
"GO:0099179",0.109463540704017
"GO:0042839",0.1
"GO:0019080",0.310266079773981
"GO:0019081",0.577879186539967
"GO:0019082",0.220988613668197
"GO:0060740",0.499996656012437
"GO:0019083",0.452218720325699
"GO:0060741",0.405397640208397
"GO:0060742",0.140788715443238
"GO:2001053",0.83598585917883
"GO:2001054",0.765384309633497
"GO:0061973",0.239130434782609
"GO:0060745",0.0211591563639594
"GO:0019087",0.490909090909091
"GO:0061974",0.296296296296296
"GO:2001056",0.372153937155227
"GO:0060746",0.131400966183575
"GO:2001057",3.68133623761748e-12
"GO:0006427",0.23170731707317
"GO:0006428",0.23170731707317
"GO:0060748",0.435716594113033
"GO:0006429",0.23170731707317
"GO:0060749",0.0101769648599081
"GO:0071166",0.996732703437017
"GO:0060730",0.473913282171789
"GO:0071168",0.325141904682971
"GO:0071169",0.919808080898183
"GO:0006412",0.926123687647953
"GO:0015760",1
"GO:0060732",0.0675075130832939
"GO:0099111",0.132698579054957
"GO:0006413",0.457603208512427
"GO:0061921",0.19327731092437
"GO:0006414",0.977062684209815
"GO:0019076",0.882324423304205
"GO:0006415",0.501962702928042
"GO:0010862",0.974081493451975
"GO:0060736",0.00444215680848702
"GO:0019079",0.826732677545733
"GO:0006417",0.31020465095384
"GO:1903391",0.391114503690316
"GO:0010863",0.557303921770684
"GO:0060737",0.428689830465859
"GO:0006418",0.682101300053255
"GO:0099116",0.0136382225477629
"GO:1903392",0.175237942530753
"GO:0015766",1
"GO:0048170",0.0164207326506005
"GO:0099118",0.269501033899678
"GO:0010866",0.861448337670739
"GO:0048172",0.982863327438754
"GO:0010867",0.956181163269191
"GO:0061912",0.230401661916532
"GO:0006446",0.379043582019743
"GO:0006447",0.034965034965035
"GO:0006448",0.974763356702785
"GO:0006449",0.612327190011979
"GO:0061919",2.91311465717299e-06
"GO:0099149",0.0528135991021216
"GO:2001020",0.0774186117606188
"GO:2001021",0.45179550733442
"GO:0006432",0.418337118593858
"GO:2001022",0.429185045451692
"GO:2001023",0.658872338705974
"GO:0010880",0.483081021587451
"GO:0010881",0.616597656506734
"GO:0061944",0.307511737089202
"GO:0010882",0.594540338452782
"GO:2001026",0.287270681370165
"GO:0061945",0.176223228477011
"GO:0010883",0.0276223689386321
"GO:2001027",0.75143080597673
"GO:0006438",0.23170731707317
"GO:0010884",0.845786182630806
"GO:2001028",0.184866575897346
"GO:0010885",0.114295193349977
"GO:0010886",0.148956356736243
"GO:0010887",0.601663684286889
"GO:0071173",0.871794871794872
"GO:0010888",0.0509788627183954
"GO:0071174",0.611616703271229
"GO:0010889",0.822382741197625
"GO:0019042",0.0468640101297637
"GO:0060700",0.805800076391727
"GO:0019043",0.429592959295929
"GO:0015770",1
"GO:2001012",0.852156091886047
"GO:0019045",0.0592959295929593
"GO:2001013",0.725515231485533
"GO:0019046",0.0592959295929593
"GO:0015772",0.667371467560414
"GO:2001014",0.347228718264197
"GO:2001015",0.565712147998856
"GO:0015774",0.243243243243243
"GO:0010872",0.0057145071956237
"GO:2001016",0.070979007567375
"GO:0060706",0.987058082452873
"GO:0019048",0.533306442850463
"GO:1903361",0.515256559892132
"GO:0010873",0.0134753421097767
"GO:2001017",0.244155844155844
"GO:0060707",0.78
"GO:1903362",0.377527682249656
"GO:0010874",0.0233074891882329
"GO:1903363",0.873162808502986
"GO:0010875",0.00974105871103948
"GO:2001019",0.294360385144429
"GO:0010876",2.68306077825327e-05
"GO:1903364",0.160061736867371
"GO:1903365",0.0137523927031812
"GO:0010877",0.481532347941597
"GO:0048143",0.000529351960484965
"GO:0048144",0.116164485045946
"GO:1903366",0.248882265275708
"GO:0010878",0.186640996180866
"GO:1903367",0.0166919982963757
"GO:0048145",0.134196895048067
"GO:0048146",0.0697218203044161
"GO:0048147",0.935952131098148
"GO:0048148",0.146157267121324
"GO:0048149",0.0412687218087798
"GO:0042590",0.862903089778665
"GO:0015721",0.998977941382911
"GO:0042592",0.525033339257363
"GO:0010820",0.733412525452896
"GO:2001044",0.890752574193096
"GO:0010821",0.00167065885803284
"GO:0042593",1
"GO:1903350",0.531059011523605
"GO:0010822",0.0531429838700637
"GO:0042594",0.00157137944185425
"GO:1903351",0.359559083307201
"GO:0010823",0.000290227021581517
"GO:0042595",0.528892413428496
"GO:0042596",0.426480879414012
"GO:0010824",0.486818439397316
"GO:0015727",0.943830395039801
"GO:0015728",0.335271317829457
"GO:0010826",0.519931819338044
"GO:0015729",0.853161002868876
"GO:0010827",0.0880914263050206
"GO:0010828",0.289627312595634
"GO:0010829",0.250237846496351
"GO:1903358",0.553549670880985
"GO:0006400",0.905719866953135
"GO:0006401",0.152574457556656
"GO:0006402",0.734335297520125
"GO:2001032",0.980960986240786
"GO:0006403",0.946086291526808
"GO:0015711",0.00342086506615351
"GO:0015712",0.642258328362897
"GO:0010810",0.756110178051685
"GO:2001034",0.925192856107255
"GO:0006405",0.986199280330828
"GO:0010811",0.809743309858579
"GO:2001035",0.166666666666667
"GO:0006406",0.754675929558526
"GO:0010812",0.145593200926399
"GO:1903381",0.689215132693394
"GO:2001037",0.333333333333333
"GO:1903382",0.684269934693219
"GO:0071140",0.366666666666666
"GO:1903383",0.871794871794872
"GO:0010815",0.446086480569239
"GO:1903384",0.916666666666667
"GO:0015718",0.931378677278578
"GO:0010817",0.0513975359475213
"GO:1903385",0.601401307306184
"GO:0010818",0.252658039951093
"GO:0010819",0.672473300145775
"GO:0015740",0.778858234231945
"GO:0010840",0.771929824561403
"GO:0015743",0.783799868545631
"GO:0010841",0.0324605175663605
"GO:0015744",0.932594243726208
"GO:0010842",0.938281222341549
"GO:1903371",0.415624689317651
"GO:0015746",0.377343621411418
"GO:1903373",0.278800011413333
"GO:0015747",0.296725210725259
"GO:0015748",0.983578586565497
"GO:0061909",0.573618134101096
"GO:1903375",0.8
"GO:0015749",0.51560316721006
"GO:1903376",0.154125969546223
"GO:0010848",0.330687830687831
"GO:1903377",0.117321699179938
"GO:0071139",0.334659673238078
"GO:1901096",0.964753786115069
"GO:0042560",0.446713415133281
"GO:0015732",0.207681237529001
"GO:0010830",0.948918791050376
"GO:1901098",0.826049475152573
"GO:0010831",0.557369663469868
"GO:1901099",0.00965990587393584
"GO:1903320",0.26268733218038
"GO:0015734",0.772769666651083
"GO:0010832",0.92030409159977
"GO:1903321",0.0616529915265046
"GO:0010833",0.510104497301813
"GO:1903322",0.35617589856592
"GO:0010835",0.157569989049176
"GO:0048102",0.960114419410571
"GO:0010836",0.564909142442133
"GO:0048103",0.477588478488029
"GO:0015739",0.195072214960161
"GO:0010837",0.8402619109534
"GO:0010838",0.832936123468081
"GO:0048104",0.168209255533199
"GO:0010839",0.928662294131853
"GO:0048105",1
"GO:0020027",0.00212075337749216
"GO:0042551",0.521003953952526
"GO:0042552",0.817247097844113
"GO:0006195",0.269297258771213
"GO:0006196",0.834493660242828
"GO:0042554",0.957537177225026
"GO:1903311",0.0868288017153639
"GO:0006198",0.047916336345859
"GO:1903312",0.0545541097456696
"GO:1903313",0.790088843492504
"GO:0042558",0.0019927029480161
"GO:1903314",0.171502976190476
"GO:0042559",0.0183589541376147
"GO:1903317",0.610935200550498
"GO:1903318",0.391217647847508
"GO:1903319",0.976296650149509
"GO:0070091",0.22664606526974
"GO:0070092",0.211230889720349
"GO:0070093",0.0307585568917669
"GO:0071103",0.262864328065779
"GO:0071104",0.614998205493435
"GO:1903347",0.690603778244228
"GO:0071105",0.470546982750784
"GO:0070098",0.357504360010343
"GO:1903348",0.308585749532671
"GO:0070099",0.20577445280331
"GO:0071107",0.929498666357552
"GO:0071108",0.426017559781229
"GO:0071109",0.051613884412693
"GO:0015701",0.835065175955428
"GO:0060853",0.238095238095238
"GO:0010800",0.151607861692532
"GO:0042572",0.956057168687263
"GO:0010801",0.573620330243422
"GO:0042573",0.6276511837778
"GO:0042574",0.998981248904728
"GO:0060856",0.935533376605639
"GO:0015705",0.540645336927892
"GO:0010803",0.194184694291593
"GO:1903332",0.143690942972777
"GO:0010804",0.718192609728217
"GO:0048290",0.178183037731152
"GO:1903333",0.748356920113032
"GO:0048291",0.151874988927927
"GO:1903334",0.198993772838801
"GO:1903335",0.0188237807047516
"GO:0015709",0.652301323499187
"GO:0010807",0.380112210796448
"GO:0048293",0.89361954459203
"GO:1903336",0.0430040616538221
"GO:0010808",0.324
"GO:1903337",0.382009864421264
"GO:0048295",0.676883780332056
"GO:1901052",0.519758351101635
"GO:0048296",0.140410463939876
"GO:0048297",0.272727272727273
"GO:0048298",0.425464190981432
"GO:0006163",0.138925331270542
"GO:0006164",0.426080004125596
"GO:0006165",0.0541434489832945
"GO:0006166",0.303571428571428
"GO:0006167",0.158530867115189
"GO:0006168",1
"GO:0006152",0.925218881931644
"GO:0060872",0.614293395554115
"GO:0006154",0.745454545454545
"GO:0060876",0.453691275167785
"GO:0006157",0.75
"GO:0060879",0.277777777777778
"GO:0071294",0.893079611869863
"GO:1901071",0.939238339751819
"GO:0071295",0.99936260063187
"GO:1901072",0.918403435644815
"GO:1901074",0.606006674082314
"GO:0071298",0.349275362318841
"GO:0006182",0.943906385091826
"GO:1901076",0.574789915966387
"GO:0015891",0.395604395604396
"GO:1901077",0.808398678132786
"GO:0042541",0.00212810096891066
"GO:1901078",0.355020559027698
"GO:0042542",0.47343787473441
"GO:0006185",0.285714285714286
"GO:0010591",0.0169853449789557
"GO:1901079",0.687510425299949
"GO:0070050",0.00277661212928042
"GO:1903300",0.792651982236046
"GO:0010592",0.00863943139142329
"GO:1903301",0.908445951543889
"GO:0010593",0.744189260714078
"GO:0042546",0.347067548996863
"GO:0006188",0.720625615052577
"GO:0010594",0.133839666436168
"GO:0060828",0.869802308029851
"GO:0048260",0.150355165403325
"GO:0006189",0.818181818181818
"GO:0010595",0.0157668993047337
"GO:0048261",0.924985477952179
"GO:0010596",0.763269868451577
"GO:0048262",0.841047775125326
"GO:1903305",0.0965813328811694
"GO:0048263",0.788012941253322
"GO:1903306",0.732735321891557
"GO:1901020",0.126355466497968
"GO:0048265",0.925380244380443
"GO:1903307",0.949066188815066
"GO:1901021",0.952078179942001
"GO:0048266",0.459187886319211
"GO:0070059",0.758150179481295
"GO:0048268",0.00560288608137963
"GO:0006171",0.69364446694229
"GO:0006172",0.743941090025491
"GO:0042531",0.0396148119210518
"GO:1901028",0.65349479101026
"GO:0042532",0.861596015101652
"GO:0006175",0.375
"GO:1901029",0.870551057159501
"GO:0060817",0.2
"GO:0042537",0.000269126755175683
"GO:0048251",0.731983829340853
"GO:0070084",0.451350991243283
"GO:0042538",0.830592550281093
"GO:0070085",0.416954500412482
"GO:0042539",0.598412698412698
"GO:0070086",0.721409012705002
"GO:0048255",0.0794908464810321
"GO:0006120",0.209421835068692
"GO:0060840",0.959210306396065
"GO:0006121",0.511453950444133
"GO:0060841",0.946206306013011
"GO:0048259",0.0259700115687155
"GO:0006122",0.872403051725246
"GO:1901016",0.856411703578276
"GO:0060842",0.416666666666667
"GO:0006123",0.865736676803349
"GO:1901017",0.87243540702738
"GO:1901018",0.977876039804707
"GO:0060844",0.0476190476190476
"GO:1901019",0.904575924942364
"GO:0060846",0.032967032967033
"GO:0060847",0.300545461113319
"GO:0048280",0.508394846890617
"GO:0071260",0.231050289700046
"GO:0071262",0.540295989571352
"GO:0070075",0.577161968466316
"GO:0070076",0.844271412680756
"GO:0048284",0.22287820888405
"GO:0071264",0.464285714285714
"GO:0048285",0.996035347089014
"GO:0048286",0.459415864419089
"GO:0006110",0.0564266387715026
"GO:0006111",0.430054212625457
"GO:0060831",0.787834013465788
"GO:0048289",0.853083001158642
"GO:0006112",0.128245402490368
"GO:0006113",0.0593953213411455
"GO:0006114",0.0726264189886482
"GO:0010560",0.0154311913003374
"GO:0010561",0.744067682874268
"GO:0006116",0.814795697148638
"GO:1903490",0.46121876607992
"GO:0010562",5.94274123067359e-16
"GO:0006117",0.322033898305085
"GO:0015865",0.653153153153153
"GO:0010563",0.000260208588084991
"GO:0060837",0.789420060792823
"GO:1903492",0.318157471880021
"GO:0015866",0.924988679609162
"GO:0010564",0.216097051007348
"GO:0071250",0.318466353677621
"GO:0006119",0.999225107475191
"GO:0015867",0.970757868779874
"GO:0010565",3.56358753258623e-05
"GO:0060839",0.814785006828296
"GO:0015868",0.957177731212205
"GO:0010566",0.0160589348158687
"GO:1901030",0.530992098152892
"GO:0010569",0.379489249993166
"GO:1901031",0.269760517825021
"GO:1901032",0.252052742837451
"GO:0046390",0.523225630970858
"GO:1901033",0.589746924809073
"GO:0071257",0.287377133064265
"GO:0006140",0.00119500449389711
"GO:0048278",0.642658215034626
"GO:0071259",0.484156019586874
"GO:0015850",1.04409292870796e-08
"GO:0046394",0.157937612146839
"GO:0015851",0.892729843587894
"GO:0042501",0.904380911238146
"GO:0046395",0.334573584013268
"GO:0006144",0.0450099554266453
"GO:0006145",0.654880676829755
"GO:0015853",0.5
"GO:0071280",0.511901675051072
"GO:0071281",0.0790056811713869
"GO:0015858",0.762327326966335
"GO:0010556",0.515915812273999
"GO:0010557",1.36680542083733e-06
"GO:0042509",0.00869599073903094
"GO:0071283",0.890909090909091
"GO:0008591",0.2
"GO:0010558",0.022676578084834
"GO:0071284",0.490233950038952
"GO:0010559",0.0220795047322765
"GO:0071285",0.213109204228021
"GO:0008593",0.33304033153206
"GO:0071286",0.531655147789234
"GO:0048227",0.636502991621117
"GO:0071287",0.0967562893326354
"GO:0008595",0.83021631681475
"GO:0071288",0.836490328099787
"GO:0015881",0.609754915130299
"GO:0015884",0.969624418167145
"GO:0015886",0.93498134812489
"GO:0006139",0.852873266503689
"GO:0010585",0.329081632653061
"GO:0048211",0.259125945955437
"GO:0010586",0.00576773385279456
"GO:0015889",0.8931314373515
"GO:0010587",0.783622547551516
"GO:0071275",0.368686868686869
"GO:0071276",0.217283372830891
"GO:0071277",0.999999482150408
"GO:0052205",0.845645759969544
"GO:0071279",0.46400205921161
"GO:0015870",0.211656441339844
"GO:0015872",0.00284268461166191
"GO:0015874",0.104420140446844
"GO:0010572",0.523219147970722
"GO:0010573",0.000964604538275137
"GO:0010574",0.00496729659375591
"GO:0048240",0.813011706444751
"GO:0071220",0.0875480678413342
"GO:0010575",0.00642176122615431
"GO:0048241",0.480292200966996
"GO:0071221",1
"GO:0015878",0.66948883000738
"GO:0048242",0.0744140783391452
"GO:0071222",0.465411108950614
"GO:0015879",0.0242869875222817
"GO:0048243",0.00592803855666011
"GO:0071223",0.000280210342673749
"GO:0010578",0.40650406504065
"GO:0071224",0.0927782332504656
"GO:0048245",0.145990578598528
"GO:0071225",0.645711206446079
"GO:0048246",0.435781274652548
"GO:1901003",0.0270584574833263
"GO:0048247",0.384746806961314
"GO:0071228",0.542311163673711
"GO:0021794",0.594927759705865
"GO:0071229",0.197054306077099
"GO:0021795",0.574570680975895
"GO:0015820",0.958239780183645
"GO:0021796",0.189214307123051
"GO:0046364",0.124812260355159
"GO:0021797",0.452297702297702
"GO:0046365",0.681472360958332
"GO:0042692",0.0067488692227059
"GO:0015822",0.886953522111553
"GO:0021798",0.365762396538808
"GO:0015823",0.389332492933243
"GO:0021799",0.180619644034278
"GO:0042693",0.562419110401286
"GO:0015824",0.888314431567673
"GO:0010522",0.00156639605958312
"GO:0046368",0.626009155704559
"GO:0015825",0.291838546181267
"GO:0010523",0.00201497373055562
"GO:0015826",0.323308270676692
"GO:0010524",3.7468074584898e-05
"GO:0015827",0.406945507531838
"GO:0071211",0.221032279525004
"GO:0042698",0.00540811874872287
"GO:0048232",0.990658243681225
"GO:0042699",0.603912938336416
"GO:0071214",0.870908601067408
"GO:0010528",0.724032807992205
"GO:0010529",0.841091565849942
"GO:0071215",0.290788013318535
"GO:0071216",7.42365147252137e-06
"GO:0046351",0.588506978826146
"GO:0071218",0.827320702552661
"GO:0006101",0.604395604395604
"GO:0048239",0.216701902748414
"GO:0071219",0.814377690241526
"GO:0006102",0.854730372207935
"GO:0015810",0.873807021946026
"GO:0006103",0.950019452679405
"GO:0015811",0.848471627394541
"GO:0015812",0.00142595285483721
"GO:0006105",0.936112214205974
"GO:0015813",0.0545416750679574
"GO:0010511",0.152027183390333
"GO:0006106",0.290467073655312
"GO:0010512",0.315329724409449
"GO:0006107",0.691730913470614
"GO:0010513",0.341763499658237
"GO:0046359",0.5
"GO:0006108",0.691730913470614
"GO:0015816",0.256010316838679
"GO:0071241",0.0014326728717933
"GO:0006109",5.85013805682717e-07
"GO:0015817",0.542913888494822
